# Time	forces(pressure, viscous) moment(pressure, viscous)
0.00685	(((0.0946143 0.0946143 -1.10939e-05) (-1.55452e-07 -1.54766e-07 0.000296593)) ((-0.00224693 0.00224249 -0.0378457) (-2.86546e-05 0.000147292 6.18407e-08)))
0.006875	(((0.0945531 0.0945531 -1.15689e-05) (-1.5965e-07 -1.58962e-07 0.000298466)) ((-0.00225424 0.00224961 -0.0378213) (-2.88356e-05 0.000148222 6.35187e-08)))
0.0069	(((0.0944919 0.0944919 -1.20618e-05) (-1.63931e-07 -1.6324e-07 0.000300444)) ((-0.00226158 0.00225675 -0.0377968) (-2.90268e-05 0.000149205 6.52297e-08)))
0.006925	(((0.0944306 0.0944306 -1.25737e-05) (-1.68307e-07 -1.67614e-07 0.000302525)) ((-0.00226894 0.00226391 -0.0377722) (-2.92278e-05 0.000150238 6.6979e-08)))
0.00695	(((0.0943692 0.0943692 -1.31053e-05) (-1.72792e-07 -1.72096e-07 0.000304702)) ((-0.00227633 0.00227108 -0.0377477) (-2.94383e-05 0.000151319 6.87716e-08)))
0.006975	(((0.0943076 0.0943076 -1.36577e-05) (-1.77397e-07 -1.76699e-07 0.000306974)) ((-0.00228374 0.00227828 -0.0377231) (-2.96578e-05 0.000152447 7.06125e-08)))
0.007	(((0.094246 0.094246 -1.42315e-05) (-1.82135e-07 -1.81434e-07 0.000309336)) ((-0.00229119 0.00228549 -0.0376984) (-2.98861e-05 0.00015362 7.25062e-08)))
0.007025	(((0.0941841 0.0941841 -1.48274e-05) (-1.87014e-07 -1.86311e-07 0.000311784)) ((-0.00229866 0.00229273 -0.0376736) (-3.01227e-05 0.000154836 7.44568e-08)))
0.00705	(((0.094122 0.0941221 -1.5446e-05) (-1.92047e-07 -1.91341e-07 0.000314314)) ((-0.00230616 0.00229998 -0.0376488) (-3.03673e-05 0.000156093 7.64685e-08)))
0.007075	(((0.0940598 0.0940598 -1.60877e-05) (-1.97241e-07 -1.96532e-07 0.000316923)) ((-0.00231368 0.00230725 -0.0376239) (-3.06194e-05 0.000157389 7.85448e-08)))
0.0071	(((0.0939972 0.0939972 -1.67526e-05) (-2.02602e-07 -2.01891e-07 0.000319607)) ((-0.00232124 0.00231454 -0.0375989) (-3.08788e-05 0.000158722 8.06882e-08)))
0.007125	(((0.0939343 0.0939343 -1.74406e-05) (-2.08137e-07 -2.07423e-07 0.000322363)) ((-0.00232882 0.00232184 -0.0375737) (-3.11452e-05 0.00016009 8.29006e-08)))
0.00715	(((0.0938711 0.0938711 -1.81515e-05) (-2.13845e-07 -2.13129e-07 0.000325187)) ((-0.00233642 0.00232916 -0.0375484) (-3.14181e-05 0.000161493 8.51829e-08)))
0.007175	(((0.0938075 0.0938075 -1.88849e-05) (-2.19729e-07 -2.1901e-07 0.000328077)) ((-0.00234405 0.0023365 -0.037523) (-3.16974e-05 0.000162928 8.7535e-08)))
0.0072	(((0.0937434 0.0937434 -1.964e-05) (-2.25785e-07 -2.25064e-07 0.000331028)) ((-0.00235171 0.00234386 -0.0374974) (-3.19827e-05 0.000164394 8.99561e-08)))
0.007225	(((0.0936789 0.0936789 -2.0416e-05) (-2.32008e-07 -2.31285e-07 0.000334039)) ((-0.00235939 0.00235123 -0.0374716) (-3.22736e-05 0.000165889 9.24444e-08)))
0.00725	(((0.0936139 0.0936139 -2.12116e-05) (-2.38392e-07 -2.37666e-07 0.000337105)) ((-0.0023671 0.00235861 -0.0374456) (-3.257e-05 0.000167412 9.49966e-08)))
0.007275	(((0.0935483 0.0935483 -2.20251e-05) (-2.44924e-07 -2.44196e-07 0.000340224)) ((-0.00237483 0.00236602 -0.0374193) (-3.28714e-05 0.000168961 9.76082e-08)))
0.0073	(((0.0934821 0.0934821 -2.28548e-05) (-2.5159e-07 -2.50858e-07 0.000343393)) ((-0.00238258 0.00237344 -0.0373928) (-3.31777e-05 0.000170535 1.00273e-07)))
0.007325	(((0.0934153 0.0934153 -2.36983e-05) (-2.58369e-07 -2.57635e-07 0.00034661)) ((-0.00239035 0.00238087 -0.0373661) (-3.34886e-05 0.000172133 1.02984e-07)))
0.00735	(((0.0933477 0.0933477 -2.45531e-05) (-2.65241e-07 -2.64505e-07 0.000349871)) ((-0.00239814 0.00238832 -0.0373391) (-3.38038e-05 0.000173752 1.05731e-07)))
0.007375	(((0.0932794 0.0932794 -2.54165e-05) (-2.72181e-07 -2.71442e-07 0.000353175)) ((-0.00240595 0.00239578 -0.0373118) (-3.41231e-05 0.000175393 1.08506e-07)))
0.0074	(((0.0932103 0.0932103 -2.62853e-05) (-2.79161e-07 -2.7842e-07 0.000356518)) ((-0.00241378 0.00240326 -0.0372841) (-3.44462e-05 0.000177053 1.11297e-07)))
0.007425	(((0.0931404 0.0931404 -2.71561e-05) (-2.86148e-07 -2.85404e-07 0.000359898)) ((-0.00242162 0.00241076 -0.0372562) (-3.47729e-05 0.000178732 1.1409e-07)))
0.00745	(((0.0930696 0.0930696 -2.80249e-05) (-2.93108e-07 -2.92362e-07 0.000363312)) ((-0.00242948 0.00241827 -0.0372278) (-3.51029e-05 0.000180428 1.16873e-07)))
0.007475	(((0.0929979 0.0929979 -2.88878e-05) (-3.00002e-07 -2.99253e-07 0.000366759)) ((-0.00243736 0.0024258 -0.0371991) (-3.5436e-05 0.000182139 1.19629e-07)))
0.0075	(((0.0929251 0.0929251 -2.97405e-05) (-3.06789e-07 -3.06038e-07 0.000370235)) ((-0.00244525 0.00243335 -0.0371701) (-3.5772e-05 0.000183866 1.22343e-07)))
0.007525	(((0.0928514 0.0928514 -3.05784e-05) (-3.13427e-07 -3.12674e-07 0.00037374)) ((-0.00245315 0.00244092 -0.0371406) (-3.61108e-05 0.000185607 1.24997e-07)))
0.00755	(((0.0927766 0.0927766 -3.1397e-05) (-3.19873e-07 -3.19117e-07 0.00037727)) ((-0.00246106 0.0024485 -0.0371107) (-3.6452e-05 0.00018736 1.27574e-07)))
0.007575	(((0.0927008 0.0927008 -3.21916e-05) (-3.26081e-07 -3.25323e-07 0.000380824)) ((-0.00246898 0.00245611 -0.0370803) (-3.67954e-05 0.000189125 1.30056e-07)))
0.0076	(((0.0926238 0.0926238 -3.29573e-05) (-3.32006e-07 -3.31246e-07 0.000384398)) ((-0.00247692 0.00246373 -0.0370495) (-3.71409e-05 0.0001909 1.32425e-07)))
0.007625	(((0.0925456 0.0925456 -3.36892e-05) (-3.37603e-07 -3.36841e-07 0.000387992)) ((-0.00248486 0.00247138 -0.0370183) (-3.74883e-05 0.000192685 1.34663e-07)))
0.00765	(((0.0924663 0.0924663 -3.43826e-05) (-3.42827e-07 -3.42062e-07 0.000391604)) ((-0.00249281 0.00247906 -0.0369865) (-3.78374e-05 0.000194479 1.36751e-07)))
0.007675	(((0.0923858 0.0923858 -3.50329e-05) (-3.47633e-07 -3.46866e-07 0.000395231)) ((-0.00250077 0.00248676 -0.0369543) (-3.8188e-05 0.00019628 1.38673e-07)))
0.0077	(((0.0923041 0.0923041 -3.56356e-05) (-3.51981e-07 -3.51212e-07 0.000398871)) ((-0.00250874 0.00249449 -0.0369216) (-3.854e-05 0.000198088 1.40411e-07)))
0.007725	(((0.0922212 0.0922212 -3.61868e-05) (-3.55834e-07 -3.55063e-07 0.000402523)) ((-0.00251672 0.00250224 -0.0368885) (-3.8893e-05 0.000199902 1.41951e-07)))
0.00775	(((0.092137 0.092137 -3.66825e-05) (-3.59158e-07 -3.58385e-07 0.000406185)) ((-0.0025247 0.00251003 -0.0368548) (-3.9247e-05 0.000201721 1.4328e-07)))
0.007775	(((0.0920516 0.0920516 -3.71194e-05) (-3.61922e-07 -3.61147e-07 0.000409855)) ((-0.00253269 0.00251784 -0.0368206) (-3.96019e-05 0.000203544 1.44384e-07)))
0.0078	(((0.091965 0.091965 -3.74944e-05) (-3.641e-07 -3.63324e-07 0.000413532)) ((-0.00254069 0.00252569 -0.036786) (-3.99574e-05 0.00020537 1.45255e-07)))
0.007825	(((0.0918772 0.0918772 -3.78052e-05) (-3.65671e-07 -3.64893e-07 0.000417213)) ((-0.0025487 0.00253357 -0.0367509) (-4.03133e-05 0.000207199 1.45883e-07)))
0.00785	(((0.0917881 0.0917881 -3.80498e-05) (-3.6662e-07 -3.65841e-07 0.000420898)) ((-0.00255671 0.00254149 -0.0367152) (-4.06696e-05 0.000209029 1.46261e-07)))
0.007875	(((0.0916978 0.0916979 -3.8227e-05) (-3.66937e-07 -3.66157e-07 0.000424585)) ((-0.00256473 0.00254944 -0.0366791) (-4.10261e-05 0.00021086 1.46388e-07)))
0.0079	(((0.0916064 0.0916064 -3.83363e-05) (-3.66621e-07 -3.65839e-07 0.000428271)) ((-0.00257276 0.00255742 -0.0366426) (-4.13826e-05 0.000212691 1.4626e-07)))
0.007925	(((0.0915138 0.0915138 -3.83776e-05) (-3.65673e-07 -3.6489e-07 0.000431956)) ((-0.00258079 0.00256544 -0.0366055) (-4.1739e-05 0.000214521 1.45881e-07)))
0.00795	(((0.09142 0.0914201 -3.83515e-05) (-3.64103e-07 -3.63318e-07 0.000435638)) ((-0.00258884 0.0025735 -0.036568) (-4.20951e-05 0.00021635 1.45252e-07)))
0.007975	(((0.0913252 0.0913252 -3.82591e-05) (-3.61923e-07 -3.61138e-07 0.000439316)) ((-0.00259689 0.00258159 -0.0365301) (-4.24508e-05 0.000218177 1.4438e-07)))
0.008	(((0.0912292 0.0912292 -3.81024e-05) (-3.59156e-07 -3.5837e-07 0.000442989)) ((-0.00260495 0.00258971 -0.0364917) (-4.28061e-05 0.000220001 1.43272e-07)))
0.008025	(((0.0911321 0.0911321 -3.78838e-05) (-3.55823e-07 -3.55037e-07 0.000446654)) ((-0.00261302 0.00259787 -0.0364528) (-4.31606e-05 0.000221822 1.41939e-07)))
0.00805	(((0.0910339 0.0910339 -3.76063e-05) (-3.51955e-07 -3.51168e-07 0.000450311)) ((-0.0026211 0.00260605 -0.0364136) (-4.35144e-05 0.000223639 1.40392e-07)))
0.008075	(((0.0909346 0.0909346 -3.72733e-05) (-3.47585e-07 -3.46798e-07 0.000453959)) ((-0.00262918 0.00261427 -0.0363739) (-4.38673e-05 0.000225451 1.38643e-07)))
0.0081	(((0.0908343 0.0908343 -3.68887e-05) (-3.4275e-07 -3.41962e-07 0.000457595)) ((-0.00263727 0.00262252 -0.0363337) (-4.42191e-05 0.000227257 1.36709e-07)))
0.008125	(((0.0907329 0.090733 -3.64567e-05) (-3.37488e-07 -3.367e-07 0.000461219)) ((-0.00264537 0.00263079 -0.0362932) (-4.45698e-05 0.000229058 1.34604e-07)))
0.00815	(((0.0906305 0.0906305 -3.59816e-05) (-3.31839e-07 -3.31051e-07 0.000464831)) ((-0.00265347 0.00263908 -0.0362522) (-4.49192e-05 0.000230852 1.32345e-07)))
0.008175	(((0.090527 0.090527 -3.54682e-05) (-3.25844e-07 -3.25056e-07 0.000468428)) ((-0.00266157 0.00264739 -0.0362108) (-4.52673e-05 0.000232638 1.29947e-07)))
0.0082	(((0.0904224 0.0904224 -3.49214e-05) (-3.19546e-07 -3.18758e-07 0.000472009)) ((-0.00266968 0.00265571 -0.036169) (-4.56138e-05 0.000234417 1.27427e-07)))
0.008225	(((0.0903167 0.0903167 -3.43461e-05) (-3.12985e-07 -3.12197e-07 0.000475573)) ((-0.00267779 0.00266405 -0.0361267) (-4.59588e-05 0.000236188 1.24803e-07)))
0.00825	(((0.0902099 0.0902099 -3.3747e-05) (-3.06202e-07 -3.05414e-07 0.000479119)) ((-0.00268589 0.00267239 -0.036084) (-4.63019e-05 0.00023795 1.2209e-07)))
0.008275	(((0.0901019 0.0901019 -3.31289e-05) (-2.99234e-07 -2.98447e-07 0.000482646)) ((-0.00269398 0.00268073 -0.0360407) (-4.66433e-05 0.000239701 1.19303e-07)))
0.0083	(((0.0899926 0.0899926 -3.24964e-05) (-2.92118e-07 -2.91331e-07 0.000486152)) ((-0.00270207 0.00268907 -0.035997) (-4.69826e-05 0.000241443 1.16457e-07)))
0.008325	(((0.089882 0.0898821 -3.18539e-05) (-2.84884e-07 -2.84098e-07 0.000489636)) ((-0.00271014 0.0026974 -0.0359528) (-4.73199e-05 0.000243174 1.13564e-07)))
0.00835	(((0.0897701 0.0897701 -3.12056e-05) (-2.77563e-07 -2.76778e-07 0.000493097)) ((-0.00271819 0.00270571 -0.0359081) (-4.7655e-05 0.000244894 1.10636e-07)))
0.008375	(((0.0896568 0.0896568 -3.05553e-05) (-2.70181e-07 -2.69396e-07 0.000496534)) ((-0.00272622 0.002714 -0.0358627) (-4.79877e-05 0.000246601 1.07683e-07)))
0.0084	(((0.0895418 0.0895419 -2.99066e-05) (-2.6276e-07 -2.61976e-07 0.000499945)) ((-0.00273422 0.00272226 -0.0358167) (-4.83178e-05 0.000248296 1.04715e-07)))
0.008425	(((0.0894253 0.0894253 -2.92627e-05) (-2.55318e-07 -2.54534e-07 0.000503328)) ((-0.00274219 0.00273048 -0.0357701) (-4.86454e-05 0.000249976 1.01738e-07)))
0.00845	(((0.089307 0.089307 -2.86263e-05) (-2.4787e-07 -2.47087e-07 0.000506682)) ((-0.00275012 0.00273867 -0.0357228) (-4.89701e-05 0.000251643 9.87594e-08)))
0.008475	(((0.0891869 0.0891869 -2.79999e-05) (-2.40426e-07 -2.39643e-07 0.000510005)) ((-0.002758 0.0027468 -0.0356748) (-4.9292e-05 0.000253294 9.57821e-08)))
0.0085	(((0.0890648 0.0890648 -2.73855e-05) (-2.32993e-07 -2.32211e-07 0.000513297)) ((-0.00276582 0.00275487 -0.0356259) (-4.96107e-05 0.000254929 9.28093e-08)))
0.008525	(((0.0889406 0.0889406 -2.6785e-05) (-2.25576e-07 -2.24795e-07 0.000516554)) ((-0.00277359 0.00276287 -0.0355762) (-4.99261e-05 0.000256548 8.9843e-08)))
0.00855	(((0.0888141 0.0888141 -2.61998e-05) (-2.18178e-07 -2.17397e-07 0.000519775)) ((-0.00278129 0.00277081 -0.0355257) (-5.0238e-05 0.000258148 8.6884e-08)))
0.008575	(((0.0886853 0.0886853 -2.56308e-05) (-2.10798e-07 -2.10018e-07 0.000522957)) ((-0.00278891 0.00277865 -0.0354741) (-5.05462e-05 0.000259729 8.39321e-08)))
0.0086	(((0.088554 0.088554 -2.50788e-05) (-2.03433e-07 -2.02653e-07 0.000526099)) ((-0.00279644 0.00278641 -0.0354216) (-5.08505e-05 0.00026129 8.09864e-08)))
0.008625	(((0.08842 0.08842 -2.45443e-05) (-1.96079e-07 -1.953e-07 0.000529198)) ((-0.00280388 0.00279407 -0.035368) (-5.11507e-05 0.00026283 7.80454e-08)))
0.00865	(((0.0882832 0.0882832 -2.40275e-05) (-1.88733e-07 -1.87954e-07 0.000532252)) ((-0.00281123 0.00280161 -0.0353133) (-5.14465e-05 0.000264347 7.5107e-08)))
0.008675	(((0.0881435 0.0881435 -2.35284e-05) (-1.81388e-07 -1.8061e-07 0.000535259)) ((-0.00281846 0.00280905 -0.0352574) (-5.17378e-05 0.000265841 7.21693e-08)))
0.0087	(((0.0880007 0.0880007 -2.30468e-05) (-1.7404e-07 -1.73263e-07 0.000538215)) ((-0.00282557 0.00281635 -0.0352003) (-5.20241e-05 0.00026731 6.92306e-08)))
0.008725	(((0.0878547 0.0878547 -2.25825e-05) (-1.66687e-07 -1.6591e-07 0.000541117)) ((-0.00283256 0.00282353 -0.0351419) (-5.23053e-05 0.000268752 6.62893e-08)))
0.00875	(((0.0877054 0.0877054 -2.21349e-05) (-1.59324e-07 -1.58547e-07 0.000543962)) ((-0.00283942 0.00283056 -0.0350821) (-5.2581e-05 0.000270166 6.33444e-08)))
0.008775	(((0.0875526 0.0875526 -2.17033e-05) (-1.5195e-07 -1.51174e-07 0.000546749)) ((-0.00284613 0.00283745 -0.035021) (-5.2851e-05 0.00027155 6.0395e-08)))
0.0088	(((0.0873963 0.0873963 -2.1287e-05) (-1.44564e-07 -1.43789e-07 0.000549472)) ((-0.0028527 0.00284419 -0.0349585) (-5.31149e-05 0.000272904 5.74411e-08)))
0.008825	(((0.0872364 0.0872364 -2.08851e-05) (-1.37169e-07 -1.36394e-07 0.00055213)) ((-0.00285911 0.00285076 -0.0348946) (-5.33724e-05 0.000274224 5.44833e-08)))
0.00885	(((0.0870727 0.0870727 -2.0497e-05) (-1.29768e-07 -1.28994e-07 0.000554718)) ((-0.00286537 0.00285717 -0.0348291) (-5.36233e-05 0.000275511 5.15232e-08)))
0.008875	(((0.0869053 0.0869053 -2.01216e-05) (-1.22368e-07 -1.21593e-07 0.000557233)) ((-0.00287145 0.00286341 -0.0347621) (-5.3867e-05 0.00027676 4.85629e-08)))
0.0089	(((0.086734 0.086734 -1.9758e-05) (-1.14976e-07 -1.14202e-07 0.000559672)) ((-0.00287737 0.00286947 -0.0346936) (-5.41034e-05 0.000277972 4.56064e-08)))
0.008925	(((0.0865588 0.0865588 -1.94051e-05) (-1.07604e-07 -1.0683e-07 0.00056203)) ((-0.00288311 0.00287535 -0.0346235) (-5.4332e-05 0.000279144 4.26576e-08)))
0.00895	(((0.0863797 0.0863797 -1.90618e-05) (-1.00264e-07 -9.94898e-08 0.000564304)) ((-0.00288868 0.00288105 -0.0345519) (-5.45525e-05 0.000280274 3.97217e-08)))
0.008975	(((0.0861967 0.0861967 -1.87272e-05) (-9.29695e-08 -9.21957e-08 0.000566491)) ((-0.00289406 0.00288657 -0.0344787) (-5.47645e-05 0.000281361 3.6804e-08)))
0.009	(((0.0860097 0.0860097 -1.84002e-05) (-8.57366e-08 -8.49629e-08 0.000568587)) ((-0.00289926 0.0028919 -0.0344039) (-5.49677e-05 0.000282403 3.39109e-08)))
0.009025	(((0.0858189 0.0858189 -1.80797e-05) (-7.85825e-08 -7.78089e-08 0.000570588)) ((-0.00290428 0.00289705 -0.0343276) (-5.51617e-05 0.000283397 3.10493e-08)))
0.00905	(((0.0856243 0.0856243 -1.77648e-05) (-7.15252e-08 -7.07516e-08 0.000572491)) ((-0.00290912 0.00290201 -0.0342497) (-5.53462e-05 0.000284342 2.82264e-08)))
0.009075	(((0.0854259 0.0854259 -1.74542e-05) (-6.45829e-08 -6.38094e-08 0.000574291)) ((-0.00291377 0.00290679 -0.0341703) (-5.55208e-05 0.000285237 2.54495e-08)))
0.0091	(((0.0852237 0.0852237 -1.71469e-05) (-5.77739e-08 -5.70004e-08 0.000575986)) ((-0.00291824 0.00291138 -0.0340895) (-5.56852e-05 0.00028608 2.2726e-08)))
0.009125	(((0.0850179 0.0850179 -1.68419e-05) (-5.1116e-08 -5.03425e-08 0.000577572)) ((-0.00292254 0.0029158 -0.0340072) (-5.58391e-05 0.000286868 2.00628e-08)))
0.00915	(((0.0848086 0.0848086 -1.65381e-05) (-4.46261e-08 -4.38526e-08 0.000579047)) ((-0.00292666 0.00292004 -0.0339234) (-5.59822e-05 0.000287601 1.74668e-08)))
0.009175	(((0.0845959 0.0845959 -1.62346e-05) (-3.83204e-08 -3.75469e-08 0.000580407)) ((-0.0029306 0.00292411 -0.0338383) (-5.61142e-05 0.000288277 1.49445e-08)))
0.0092	(((0.0843798 0.0843798 -1.59306e-05) (-3.22132e-08 -3.14397e-08 0.00058165)) ((-0.00293438 0.00292801 -0.0337519) (-5.62348e-05 0.000288895 1.25016e-08)))
0.009225	(((0.0841606 0.0841606 -1.56249e-05) (-2.63166e-08 -2.5543e-08 0.000582772)) ((-0.00293799 0.00293174 -0.0336642) (-5.63437e-05 0.000289453 1.0143e-08)))
0.00925	(((0.0839383 0.0839383 -1.53168e-05) (-2.06398e-08 -1.98661e-08 0.000583772)) ((-0.00294144 0.00293532 -0.0335753) (-5.64408e-05 0.00028995 7.87219e-09)))
0.009275	(((0.0837131 0.0837131 -1.50054e-05) (-1.51889e-08 -1.44151e-08 0.000584648)) ((-0.00294474 0.00293874 -0.0334852) (-5.65259e-05 0.000290385 5.69179e-09)))
0.0093	(((0.0834851 0.0834851 -1.46898e-05) (-9.96705e-09 -9.19311e-09 0.000585397)) ((-0.00294789 0.00294201 -0.033394) (-5.65987e-05 0.000290757 3.60298e-09)))
0.009325	(((0.0832544 0.0832544 -1.43695e-05) (-4.9742e-09 -4.2001e-09 0.000586019)) ((-0.00295088 0.00294514 -0.0333017) (-5.66592e-05 0.000291067 1.60576e-09)))
0.00935	(((0.0830211 0.0830211 -1.40438e-05) (-2.07126e-10 5.6718e-10 0.000586511)) ((-0.00295374 0.00294812 -0.0332085) (-5.67071e-05 0.000291312 -3.01169e-10)))
0.009375	(((0.0827855 0.0827855 -1.3712e-05) (4.34119e-09 5.11573e-09 0.000586874)) ((-0.00295646 0.00295098 -0.0331142) (-5.67425e-05 0.000291492 -2.12061e-09)))
0.0094	(((0.0825475 0.0825475 -1.33736e-05) (8.68148e-09 9.45629e-09 0.000587106)) ((-0.00295904 0.00295369 -0.033019) (-5.67652e-05 0.000291608 -3.85686e-09)))
0.009425	(((0.0823072 0.0823072 -1.3028e-05) (1.2828e-08 1.36031e-08 0.000587207)) ((-0.0029615 0.00295629 -0.0329229) (-5.67753e-05 0.000291658 -5.51563e-09)))
0.00945	(((0.0820649 0.0820649 -1.26748e-05) (1.67983e-08 1.75738e-08 0.000587178)) ((-0.00296382 0.00295875 -0.0328259) (-5.67727e-05 0.000291644 -7.10393e-09)))
0.009475	(((0.0818204 0.0818204 -1.23134e-05) (2.06129e-08 2.13888e-08 0.000587018)) ((-0.00296602 0.00296109 -0.0327281) (-5.67575e-05 0.000291565 -8.62996e-09)))
0.0095	(((0.0815738 0.0815738 -1.19437e-05) (2.4294e-08 2.50703e-08 0.000586729)) ((-0.00296808 0.00296331 -0.0326295) (-5.67298e-05 0.000291421 -1.01026e-08)))
0.009525	(((0.0813252 0.0813252 -1.15654e-05) (2.7866e-08 2.86428e-08 0.00058631)) ((-0.00297002 0.0029654 -0.0325301) (-5.66895e-05 0.000291214 -1.15316e-08)))
0.00955	(((0.0810746 0.0810746 -1.11782e-05) (3.13546e-08 3.21319e-08 0.000585764)) ((-0.00297183 0.00296736 -0.0324298) (-5.66369e-05 0.000290942 -1.29274e-08)))
0.009575	(((0.0808219 0.0808219 -1.07819e-05) (3.47866e-08 3.55645e-08 0.000585092)) ((-0.00297351 0.0029692 -0.0323288) (-5.65721e-05 0.000290609 -1.43005e-08)))
0.0096	(((0.0805671 0.0805671 -1.03764e-05) (3.81891e-08 3.89676e-08 0.000584295)) ((-0.00297505 0.0029709 -0.0322268) (-5.64952e-05 0.000290213 -1.56618e-08)))
0.009625	(((0.0803101 0.0803101 -9.96182e-06) (4.15884e-08 4.23677e-08 0.000583376)) ((-0.00297645 0.00297247 -0.032124) (-5.64065e-05 0.000289757 -1.70219e-08)))
0.00965	(((0.0800508 0.0800508 -9.53828e-06) (4.50099e-08 4.57899e-08 0.000582337)) ((-0.00297771 0.00297389 -0.0320203) (-5.63063e-05 0.000289241 -1.83908e-08)))
0.009675	(((0.079789 0.079789 -9.10617e-06) (4.84755e-08 4.92563e-08 0.000581181)) ((-0.0029788 0.00297516 -0.0319156) (-5.61946e-05 0.000288667 -1.97775e-08)))
0.0097	(((0.0795246 0.0795246 -8.66599e-06) (5.20047e-08 5.27864e-08 0.00057991)) ((-0.00297973 0.00297627 -0.0318099) (-5.60719e-05 0.000288036 -2.11896e-08)))
0.009725	(((0.0792575 0.0792575 -8.21836e-06) (5.56135e-08 5.63962e-08 0.000578527)) ((-0.00298049 0.0029772 -0.031703) (-5.59383e-05 0.000287349 -2.26336e-08)))
0.00975	(((0.0789874 0.0789874 -7.76411e-06) (5.93141e-08 6.00978e-08 0.000577034)) ((-0.00298106 0.00297796 -0.031595) (-5.57942e-05 0.000286608 -2.41143e-08)))
0.009775	(((0.0787141 0.0787141 -7.3043e-06) (6.31137e-08 6.38985e-08 0.000575437)) ((-0.00298143 0.00297851 -0.0314856) (-5.56399e-05 0.000285814 -2.56347e-08)))
0.0098	(((0.0784373 0.0784373 -6.84027e-06) (6.70146e-08 6.78006e-08 0.000573736)) ((-0.00298159 0.00297886 -0.0313749) (-5.54757e-05 0.00028497 -2.71957e-08)))
0.009825	(((0.0781568 0.0781568 -6.37363e-06) (7.10132e-08 7.18004e-08 0.000571937)) ((-0.00298152 0.00297897 -0.0312627) (-5.53019e-05 0.000284077 -2.87957e-08)))
0.00985	(((0.0778723 0.0778723 -5.90631e-06) (7.50988e-08 7.58873e-08 0.000570043)) ((-0.00298121 0.00297885 -0.0311489) (-5.51189e-05 0.000283136 -3.04306e-08)))
0.009875	(((0.0775834 0.0775834 -5.44047e-06) (7.92549e-08 8.00449e-08 0.000568056)) ((-0.00298064 0.00297847 -0.0310334) (-5.4927e-05 0.000282149 -3.20938e-08)))
0.0099	(((0.07729 0.07729 -4.97849e-06) (8.3459e-08 8.42504e-08 0.000565981)) ((-0.0029798 0.00297781 -0.030916) (-5.47265e-05 0.000281119 -3.37762e-08)))
0.009925	(((0.0769915 0.0769915 -4.52305e-06) (8.76823e-08 8.84753e-08 0.000563821)) ((-0.00297866 0.00297685 -0.0307966) (-5.45178e-05 0.000280046 -3.54663e-08)))
0.00995	(((0.0766878 0.0766878 -4.07706e-06) (9.18904e-08 9.2685e-08 0.00056158)) ((-0.00297721 0.00297558 -0.0306751) (-5.43013e-05 0.000278933 -3.71503e-08)))
0.009975	(((0.0763784 0.0763784 -3.64364e-06) (9.60428e-08 9.68392e-08 0.000559261)) ((-0.00297544 0.00297398 -0.0305514) (-5.40774e-05 0.000277782 -3.88121e-08)))
0.01	(((0.076063 0.076063 -3.22612e-06) (1.00093e-07 1.00892e-07 0.000556869)) ((-0.00297332 0.00297203 -0.0304252) (-5.38462e-05 0.000276594 -4.04333e-08)))
0.010025	(((0.0757413 0.0757413 -2.82809e-06) (1.0399e-07 1.0479e-07 0.000554406)) ((-0.00297083 0.0029697 -0.0302965) (-5.36083e-05 0.000275371 -4.1993e-08)))
0.01005	(((0.075413 0.075413 -2.45316e-06) (1.07678e-07 1.0848e-07 0.000551876)) ((-0.00296796 0.00296698 -0.0301652) (-5.33638e-05 0.000274114 -4.34689e-08)))
0.010075	(((0.0750777 0.0750777 -2.10496e-06) (1.11096e-07 1.119e-07 0.000549282)) ((-0.0029647 0.00296386 -0.0300311) (-5.31132e-05 0.000272826 -4.48372e-08)))
0.0101	(((0.0747351 0.0747351 -1.78708e-06) (1.14183e-07 1.14989e-07 0.000546629)) ((-0.00296102 0.0029603 -0.0298941) (-5.28568e-05 0.000271508 -4.6073e-08)))
0.010125	(((0.0743849 0.0743849 -1.50308e-06) (1.16873e-07 1.17682e-07 0.000543918)) ((-0.00295691 0.00295631 -0.029754) (-5.25949e-05 0.000270162 -4.71504e-08)))
0.01015	(((0.0740269 0.0740269 -1.25635e-06) (1.19102e-07 1.19913e-07 0.000541155)) ((-0.00295235 0.00295185 -0.0296108) (-5.23278e-05 0.00026879 -4.8043e-08)))
0.010175	(((0.0736607 0.0736607 -1.05015e-06) (1.20801e-07 1.21614e-07 0.00053834)) ((-0.00294734 0.00294692 -0.0294643) (-5.20558e-05 0.000267392 -4.87239e-08)))
0.0102	(((0.0732861 0.0732861 -8.8745e-07) (1.21903e-07 1.22719e-07 0.000535479)) ((-0.00294185 0.0029415 -0.0293144) (-5.17792e-05 0.000265971 -4.91659e-08)))
0.010225	(((0.0729028 0.0729028 -7.70839e-07) (1.22341e-07 1.23159e-07 0.000532572)) ((-0.00293588 0.00293557 -0.0291611) (-5.14983e-05 0.000264527 -4.93423e-08)))
0.01025	(((0.0725107 0.0725107 -7.02492e-07) (1.2205e-07 1.22871e-07 0.000529625)) ((-0.00292941 0.00292913 -0.0290043) (-5.12133e-05 0.000263063 -4.92272e-08)))
